sentence_id,review_id,review,word_count,vader,textblob
31.157.1,31.157,Very high price for a kitchen with little elaborate you are forced to eat your table while the dining room is empty,22,0,1
33.1.1,33.1,We came across this grand opening in Dec 2022 Tokyo Deli close to the airport,15,1,1
33.1.2,33.1,Excellent quality of food the sushi and udon are perfect made,11,1,1
33.1.3,33.1,Great value of prices,4,1,1
33.1.4,33.1,We ordered two bento boxes turned up with so many dishes,11,1,1
33.1.5,33.1,The tempura udon bento is 165 000vat,7,1,1
33.1.6,33.1,The sushi bento is 149000vat,5,1,1
33.1.7,33.1,Green tea ice cream 30 000vat,6,1,0
33.1.8,33.1,Spacious and comfortable seating,4,1,1
33.2.1,33.2,We liked the sashimi sushi combo the seafood noodles and tokyo salad,12,1,1
33.2.2,33.2,Pleasant atmosphere clean and airy,5,1,1
33.3.1,33.3,Very good place to enjoy the Japanese food,8,1,1
33.3.2,33.3,The restaurant locates near Tan Son Nhat Airport,8,1,1
33.3.3,33.3,There is 3rd time I come here to have diner with friends,12,1,1
33.3.4,33.3,Food is good and zone is clear,7,1,1
33.3.5,33.3,I recommend everyone come to here to have a good time with Japanese foods,14,1,1
33.4.1,33.4,I can reccomend to my friends PLEASE DO NOT USE this restorant,12,1,1
33.4.2,33.4,even I booked before and go there and already wait 1 hour,12,1,1
33.4.3,33.4,But my food still not come my table,8,1,1
33.4.4,33.4,in mu vietnam trip this is most terrible exprience,9,0,0
33.4.5,33.4,Dear friends If you consider this restorant please think once again,11,1,1
33.5.1,33.5,Bad attitude of staff,4,0,0
33.5.2,33.5,Booked a table and when I came they just asked my name and did not even bother to ask the phone number which I used to reserved,26,1,1
33.5.3,33.5,Then they told me that the table I booked has been taken by another customer who has the same name as mine,22,1,1
33.5.4,33.5,It means that someone just tells the name and takes the table,12,1,1
33.5.5,33.5,If their name is same with another one its their bad luck,12,0,0
33.5.6,33.5,Wow it makes me do not want to come back again anymore,11,1,1
33.5.7,33.5,Think about this place if you want to go at weekend,11,1,1
33.5.8,33.5,I waited 50 minutes and I just got 1 salad P S the staff just says sorry and arranges another table with yelling children around NOT recommend,27,0,0
33.6.1,33.6,Clean environment and nice foods,5,1,1
33.6.2,33.6,Cant go wrong with the Red Dragon Maki,8,1,0
33.6.3,33.6,Ask for light torched,4,1,1
33.6.4,33.6,Revisited the place after 7 months,6,1,1
33.6.5,33.6,Same good old taste,4,1,1
33.7.1,33.7,The food was great and the servers friendly,8,1,1
33.7.2,33.7,A few issues with the tablet used to order seemed to be malfunctioning,13,1,0
33.8.1,33.8,Very cozy vibe and delicious food,6,1,1
33.8.2,33.8,Good value for money,4,1,1
33.8.3,33.8,Can pay by credit card,5,1,1
33.9.1,33.9,Food not bad overall,4,1,1
33.9.2,33.9,But not the top notch either,6,0,1
33.9.3,33.9,Friendly staff and clean environment,5,1,1
33.1.9,33.1,Good and fresh sushi,4,1,1
33.11.1,33.11,Food and presentation is very good,6,1,1
33.11.2,33.11,Taste is value for the price,6,1,1
33.11.3,33.11,Service wasn t exceptional,4,1,1
33.11.4,33.11,Needs to be improved,4,1,1
33.12.1,33.12,The vibe was good the sushi was outstanding I loved it and can t wait to eat here again,19,1,1
33.13.1,33.13,Nice ambience with courteous staff and good food,8,1,1
33.14.1,33.14,Excellent ambiance service food variety and price,7,1,1
33.14.2,33.14,If you like garlic do not miss asparagus and shrimp outstanding,11,1,1
33.15.1,33.15,The food took very long time to arrive and the sushi was very bland definitely defrozed fish,17,1,0
33.15.2,33.15,One of nigiris was overburned,5,1,1
33.15.3,33.15,How can you burn a raw fish like that with a kitchen blowtorch,13,1,0
33.16.1,33.16,Nice and good special food of Japan,7,1,1
33.17.1,33.17,Good food good services,4,1,1
33.17.2,33.17,I can t eat sashimi so I don t have any review about it,14,1,1
33.17.3,33.17,But about other kind of food are okay,8,1,1
33.18.1,33.18,Well located relatively near the airport,6,1,1
33.18.2,33.18,The quality of the sushi was not very good the rolls are quite simple and average,16,0,0
33.18.3,33.18,You can definitely find better places to eat sushi in Vietnam,11,1,1
33.18.4,33.18,Other than that the service was polite and fast the restaurant looked quite clean A C worked perfectly and there were not too many people,25,1,1
33.18.5,33.18,Price was not cheap but also not excessive,8,1,0
33.19.1,33.19,Cosy restaurant clean and nice decoration,6,1,1
33.19.2,33.19,Good food and reasonable price,5,1,1
33.2.3,33.2,Tokyo Deli restaurants are my favourite place for Japanese food,10,1,1
33.2.4,33.2,They have food for all kind of taste buds their Sushi noodles and some of the cakes are just too good,21,1,1
33.2.5,33.2,Clean hygienic and humble staff,5,1,1
33.2.6,33.2,I have been to some other so called high end Japanese restaurants but for me Tokyo Deli is the place,20,1,1
33.2.7,33.2,I often visit this place with my Vietnamese team and they also love the food here,16,1,1
33.2.8,33.2,One plus point they have multiple Veg options so it s a plus plus for app Vegetarians,17,1,1
33.21.1,33.21,It was alright I got the dynamite salmon and edamame and pork cutlet curry,14,1,1
33.21.2,33.21,I enjoyed it all can t complain about any of the food,12,1,1
33.21.3,33.21,Just not mind blowing,4,1,1
33.21.4,33.21,May have been because it was busy but service was slow took quite some time just to get a drink and the food came out as and when so the curry came out as I was eating the salmon pieces,40,1,0
33.21.5,33.21,Staff were lovely though and generally a decent Japanese restaurant,10,1,1
33.22.1,33.22,The same with other TOKYO Deli which has good typical Japanese cuisine like rice roll sushi and sashimi,18,1,1
33.22.2,33.22,Their service is pretty good and I often gave lunch for business occasion here,14,1,1
33.22.3,33.22,It is always crowded during weekdays due to being a frequent place for the office worker in the area so an advance table booking is always advised,27,1,0
33.22.4,33.22,The price is very OK for its service and food quality,11,1,1
33.24.1,33.24,Udon was kind of cold,5,1,1
33.24.2,33.24,Way too much overpriced,4,1,1
33.25.1,33.25,Fresh fish not very expensive,5,1,1
33.26.1,33.26,Good food a bit noisy when crowded,7,1,1
33.26.2,33.26,Staffs are polite Clean restaurant,5,1,1
33.27.1,33.27,Service is too bad if group has more than 10 people,11,0,0
33.27.2,33.27,Although we booked and ordered foods a day ago service takes a long time,14,1,0
33.27.3,33.27,Waiting more than 1 hour to have dessert and drink,10,1,1
33.28.1,33.28,Nice little Japanese restaurant near the airport and my hotel,10,1,1
33.28.2,33.28,Service was decent though a bit slow,7,1,0
33.28.3,33.28,The freshness of the fish wasn t exceptional but was still of good quality,14,1,1
33.28.4,33.28,Overall I had a good experience and would go here again if I was nearby and in the mood,19,1,1
33.29.1,33.29,3 times I go to this place 3 times I wait around 1h between my order and getting it,19,1,1
33.29.2,33.29,Would not recommend if your on schedule,7,0,1
33.3.6,33.3,Descent food with a descent price,6,1,1
33.3.7,33.3,The staff is nice and helpful,6,1,1
33.3.8,33.3,This is quite suitable for family,6,1,1
33.3.9,33.3,Don t expect a genuine Japanese experience but there classic thuna salmon avocado dishes are good,16,1,1
33.31.1,33.31,Okayish food quality some dishes take quite a long time tho the order of dishes is messed up occasionally like ramen comes first then sashimi later,26,0,1
33.31.2,33.31,2nd floor is usually more noisy due to family with children,11,0,1
33.32.1,33.32,The staff does their best but management should hire more staff to handle the amount of customers during peak hours,20,1,1
33.33.1,33.33,Ordered then waiting over 1hour still waiting,7,1,1
33.34.1,33.34,Food is okay,3,1,1
33.34.2,33.34,Space is nice,3,1,1
33.34.3,33.34,We have 6 persons,4,1,1
33.34.4,33.34,5 order is served fast but one order is slowly,10,1,0
33.34.5,33.34,We informed them and then reacted quite fast,8,1,1
33.35.1,33.35,Food is delicious,3,1,1
33.35.2,33.35,Although It takes a lot of time when ordering hot food,11,1,1
33.36.1,33.36,A good afordable and easy to catch place to enjoy sushi in Ho Chi Minh city,16,1,1
33.36.2,33.36,Sushi is well made and fish are freshly tasted although you can say that it s not the premium types as in other high end sushi restaurants,27,1,1
33.36.3,33.36,The lunch sets are a treat for economical guests who can try different types of food rice ramen sushi egg pot,21,1,1
33.36.4,33.36,without paying a huge sum,5,0,1
33.37.1,33.37,Before covid food is okay,5,1,1
33.37.2,33.37,After covid food is worse,5,0,0
33.37.3,33.37,I came at 5pm and they already ran out of beef and salmon,13,1,1
33.38.1,33.38,The sashimi salad had a decent array of good fish but they served it on iceberg lettuce,17,1,1
33.38.2,33.38,Like pouring fine champagne in a dirty glass,8,1,0
33.38.3,33.38,The sashimi miso were good,5,1,1
33.38.4,33.38,If you eat here avoid plates where they have options to screw up,13,0,1
33.39.1,33.39,Not a place for big group,6,1,1
33.4.6,33.4,One of biggest tokyo deli in this city,8,1,1
33.4.7,33.4,Compared to sushi bar or others this place is worth for money,12,1,1
33.4.8,33.4,Good service and atmosphere,4,1,1
33.4.9,33.4,Besides they have lunch set around 120200k that is quite good,11,1,1
33.41.1,33.41,Not the best sushi but not unreasonably priced either,9,0,1
33.41.2,33.41,You get what you pay for here,7,0,1
33.41.3,33.41,Inexpensive but relatively safe sushi,5,1,1
33.41.4,33.41,I would not recommend it,5,0,1
33.41.5,33.41,There are many sushi restaurants that are better,8,1,1
33.42.1,33.42,Great sushi restaurant chain always good food and service,9,1,1
33.42.2,33.42,It s also very reasonable especially if you have the lunchtime specials menu,13,1,1
33.43.1,33.43,Good place near Airport for Japanese food,7,1,1
33.44.1,33.44,Best place if you re searching for standard japanese foods although its littile higher price,15,1,1
33.44.2,33.44,All flavours are susceptibly pretty in each dish with sushi sashimi,11,1,1
33.44.3,33.44,You can find the place on the way going to Tan Son Nhat airport,14,1,1
33.45.1,33.45,Service is a bit slow but it s worth the wait,11,1,0
33.45.2,33.45,would come back,3,1,1
33.46.1,33.46,come for lunch if you have time of course,9,1,1
33.46.2,33.46,the lunch menu has mote choices than dinner menu,9,1,1
33.46.3,33.46,reasonable price for lunch sets,5,1,1
33.46.4,33.46,most staffs are friendly and polite,6,1,1
33.47.1,33.47,Reasonable price but good serive delicious dishes One of best Tokyo Deli in the chain Still keep the good quality,20,1,1
33.48.1,33.48,Delicious food and the place is clean,7,1,1
33.49.1,33.49,Good sushi and sashimi restaurant,5,1,1
33.49.2,33.49,Near the airport,3,1,1
33.5.9,33.5,One of the biggest Tokyo Deli restaurant in whole branch,10,1,1
33.5.10,33.5,Located near the airport,4,1,1
33.5.11,33.5,Keep in mind that the road in front of it is oneway,12,1,1
33.5.12,33.5,Staff are friendly and fast,5,1,1
33.51.1,33.51,My 5th time here and service is always poor,9,0,0
33.51.2,33.51,maybe too busy that s why,6,1,1
33.52.1,33.52,All is Very delicious,4,1,1
33.53.1,33.53,Food is good,3,1,1
33.53.2,33.53,Service is good,3,1,1
33.53.3,33.53,A bit noisy from kids around made the dinner less enjoyable,11,1,1
33.54.1,33.54,We enjoy visiting all the Tokyo Deli location,8,1,1
33.54.2,33.54,Always professional clean pleasant foods and a great selection,9,1,1
33.55.1,33.55,Time super slow during rush hour,6,1,1
33.55.2,33.55,Order always missing drink,4,0,0
33.56.1,33.56,Fine quality food,3,1,1
33.57.1,33.57,Good food but know what you need to eat and how much can,13,1,1
33.57.2,33.57,quantity and portions are good here,6,1,1
33.58.1,33.58,Upstairs is a nice,4,1,1
33.58.2,33.58,Service is a little slow and we were only given 1 menu for 4 people,15,1,0
33.59.1,33.59,The sushis were really good,5,1,1
33.6.6,33.6,Box services not flexible,4,0,1
33.61.1,33.61,So so quality,3,1,1
33.62.1,33.62,food were good service is friendly but not fast and might forget your order,14,1,1
33.63.1,33.63,Decent atmosphere with good food,5,1,1
33.63.2,33.63,Not over the top fancy but good for a quick inexpensive bite of good sushi,15,1,1
33.64.1,33.64,The space is very nice not too busy,8,1,1
33.64.2,33.64,The foods are so good,5,1,1
33.65.1,33.65,Well organized and tasty Japanese restaurant chain on HCM,9,1,1
33.65.2,33.65,Prices are quite sharp for what you get,8,1,0
33.66.1,33.66,Restaurant was clean food was okay but nothing special at all,11,0,1
33.66.2,33.66,I had much better sushi for less money,8,1,1
33.67.1,33.67,An average sushi restaurant that can do a much better service if staff is nicer to kids and ingredients are fresher,21,1,1
33.68.1,33.68,My favourite place to have Japanese food in town but recently they seem to be overcrowded in dinner time so I suggest prior booking before you go,27,1,1
33.69.1,33.69,Spacious place good Japanese food with wide variety friendly staff reasonable price,12,1,1
33.7.3,33.7,Waiting time was too long eventhough we came pretty early,10,1,1
33.7.4,33.7,It seems to me that they didn t take into account the time you arrived,15,1,1
33.71.1,33.71,Good Food in a very clean environment with a easy to understand menu,13,1,1
33.72.1,33.72,The food is pretty good and fresh,7,1,1
33.72.2,33.72,I have visited here many times,6,1,1
33.73.1,33.73,I booked a private room for family group of ten,10,1,1
33.73.2,33.73,The new dishes are tasted good,6,1,1
33.75.1,33.75,good staff and good food,5,1,1
33.75.2,33.75,not so crowded i love this place,7,1,1
33.77.1,33.77,Food tastes fine,3,1,1
33.77.2,33.77,The price is deal,4,1,1
33.78.1,33.78,Clean and reasonable price But not tasty at all,9,1,1
33.79.1,33.79,Nice Japanese place to eat,5,1,1
33.79.2,33.79,Food is fresh service is fast and good,8,1,1
33.79.3,33.79,Good for lunch and dinner,5,1,1
33.8.4,33.8,If you love fine Japanese food then this is the place to eat,13,1,1
33.81.1,33.81,Crowded from 12 am due to lunch time,8,1,0
33.81.2,33.81,Better arrive before 12am about 30 minutes,7,1,1
33.82.1,33.82,Good quality but speed of service can certainly be improved,10,1,1
33.84.1,33.84,Good restaurant for traditional Japanese foods the staffs are friendly fresh sashimi,12,1,1
33.85.1,33.85,Addicted to their Salmon Salad and Beef udon noodles,9,1,0
33.86.1,33.86,The space is medium and good enongh,7,1,1
33.86.2,33.86,There are several choices and foods are fine,8,1,1
33.87.1,33.87,The food is good but service is too slow,9,1,1
33.88.1,33.88,Nice view good food but need a better serving,9,1,1
33.89.1,33.89,This is not a real japanese food a hybrid one,10,1,1
33.89.2,33.89,But it has a good space with reasonable price,9,1,1
33.9.4,33.9,There is Veg Menu for Vegetarians Polite staff,8,1,1
33.91.1,33.91,Good food but wait pretty long to be served,9,1,1
33.92.1,33.92,Variety Bento set,3,1,1
33.93.1,33.93,This Tokyo Deli is the one in its chain having a much larger space,14,1,1
33.93.2,33.93,It s a good option for family dining,8,1,1
33.94.1,33.94,Good choice of Japanese authentic foods not too expensive like other Japanese chains,13,1,1
33.95.1,33.95,Sashimi at this restaurant is very delicious fresh and tasty,10,1,1
33.95.2,33.95,Price is not so high,5,1,1
33.96.1,33.96,Classy decorations and the food is fresh,7,1,1
33.97.1,33.97,Not much to say other than it s among the best sushi I ve ever had food is always to notch,21,1,1
33.98.1,33.98,Convenient place tastefull Japanese food with competitive price,8,1,1
33.99.1,33.99,It s pretty good but not as an authentic sushi,10,1,1
33.1.10,33.1,Had 2 attepts here and the service is always so poor,11,0,0
33.1.11,33.1,Wont be trying again,4,1,1
33.102.1,33.102,A good meal before heading to the airport,8,1,1
33.103.1,33.103,One of the best Japanese restaurants in town with reasonable price,11,1,1
33.104.1,33.104,Staffs need to be trained more,6,1,1
33.105.1,33.105,Day by day the Food quality is dropping,8,1,1
33.105.2,33.105,Not good decoration,3,0,0
33.106.1,33.106,Favourite spot for years,4,1,1
33.106.2,33.106,Might need to call upon arrival as it tends to be crowded during weekends and holidays,16,1,1
33.107.1,33.107,Good food but had to wait long time,8,1,1
33.108.1,33.108,Very easy and comfortable place to dine near the airport,10,1,1
33.109.1,33.109,The food is good,4,1,1
33.109.2,33.109,Very fresh sashimi,3,1,1
33.11.5,33.11,Great sushi place at an affordable price I would recommend this place,12,1,1
33.111.1,33.111,Not overly impressed with the food,6,0,1
33.112.1,33.112,It s okay not the best sushi restaurant but okay in general,12,1,1
33.113.1,33.113,Cheaper than other japanese restuarant if you order set lunch,10,1,0
33.114.1,33.114,Delicious Japanese food my kid like steamed egg so much,10,1,1
33.115.1,33.115,Foods were good and the price was reasonable,8,1,1
33.116.1,33.116,Food is delicious but services are not good,8,0,1
33.117.1,33.117,Nice but food served a bit slow,7,1,1
33.118.1,33.118,Conveniently located by the airport for layover,7,1,1
33.119.1,33.119,Good dishes and good services Recommended,6,1,1
33.12.2,33.12,Used to come to Tokyo Deli in other places but it seems here is not so good at least for today,21,0,1
33.121.1,33.121,The food is good but a little less,8,1,1
33.123.1,33.123,Reasonable price for great japanese food,6,1,1
33.124.1,33.124,Good food but pricey,4,1,1
33.125.1,33.125,Not so delicious but not so expensive,7,0,1
33.126.1,33.126,Just correct I would expect more from this kind of restaurant,11,1,1
33.127.1,33.127,Comfortable good food acceptable price,5,1,1
33.128.1,33.128,Decent Japanese food at a very convenient price,8,1,1
33.129.1,33.129,Good taste and fresh sashimi and sushi,7,1,1
33.13.2,33.13,Staffs are polite and deliver good service,7,1,1
33.131.1,33.131,Food is okay price is prisonable,6,1,1
33.132.1,33.132,Staffs are acceptable,3,1,1
33.133.1,33.133,Good sushi not having various types of sushi,8,1,1
33.134.1,33.134,Great Japanese food at reasonable price,6,1,1
33.135.1,33.135,Good food with high price,5,1,1
33.136.1,33.136,Price is reasonable to full hungry stomach,7,1,1
33.137.1,33.137,Food is fine reasonnable price,5,1,1
33.138.1,33.138,It s not my favorite food,6,0,1
33.141.1,33.141,fresh food nice decoration clean,5,1,1
33.142.1,33.142,Best Tokyo Deli in HCMC imo,6,1,1
33.143.1,33.143,Liked the food it s very Japanese,7,1,1
33.144.1,33.144,Very good service and delicious,5,1,1
33.145.1,33.145,Tasty food friendly staff,4,1,1
33.146.1,33.146,In overall the place looks not so impess,8,1,1
33.147.1,33.147,Always a safe bet to eat here,7,1,1
33.148.1,33.148,Very good the food is delicious,6,1,1
33.149.1,33.149,Okey foods and service,4,1,1
33.152.1,33.152,Good japanese dishes,3,1,1
33.153.1,33.153,Delicious sushi and various choices of sashimi,7,1,1
33.154.1,33.154,Always good food there,4,1,1
33.155.1,33.155,Good food slow reactions,4,1,1
33.156.1,33.156,Superb food and great service,5,1,1
33.157.1,33.157,Nice food nice people,4,1,1
33.158.1,33.158,It s not my taste,5,1,1
33.16.2,33.16,Delicious sushi and others Japanese food,6,1,1
34.1.1,34.1,Nice place for relax and drink beer with friends,9,1,1
34.2.1,34.2,Ok taste but cheating proportion,5,0,1
34.4.1,34.4,You can eat various parts of the goat such as breast meat and brain miso,15,1,1
35.1.1,35.1,I spent 290 000 for the set I order,9,1,0
35.1.2,35.1,It was expensive but that is what we expect for all the FB in the airport,15,1,0
35.1.3,35.1,Fast serving service was not that friendly the waiter can not wait to clean the table once I stop eating they should at least ask,24,0,1
35.1.4,35.1,Food taste standard overall all the noodle in Vietnam taste almost the same,13,1,1
35.1.5,35.1,Feel good to have some hot meal before the flight,10,1,1
35.2.1,35.2,Really BIG BOWL of Pho Save your last 1000K Dong to enjoy food and coffee at the airport,18,1,1
35.2.2,35.2,Really recommend this local food corner,6,1,1
35.2.3,35.2,As well as other global airport food about the price but at least you could enjoy local taste,18,1,0
35.3.1,35.3,This is one of the worst ph I ever ate with that insane price street vendor ph or chinsu instant ph tastes much better,24,0,0
35.3.2,35.3,The bill was over 800k vnd for large special beef ph chicken ph passionfruit juice and bottle of Evian,19,1,0
35.3.3,35.3,I could not finish the bowl even I was so hungry,10,1,1
35.3.4,35.3,Chicken was chewy too,4,1,0
35.3.5,35.3,The good thing was the staffs are helpful and portion is big enough,13,1,1
35.4.1,35.4,The food is normal but the price is luxury you don t have the other choice,16,1,1
35.5.1,35.5,Decent bowl of chicken pho But it is very expensive for US10 229k VND,14,1,0
35.6.1,35.6,Ok asian food at the airport,6,1,1
35.7.1,35.7,98k for a tiny bowl with 3 thin slices of beef,11,1,0
35.7.2,35.7,Be careful because they charge you extra beef 90k without asking anything with pretext the portion is for kids,19,1,0
35.7.3,35.7,But the food is okay if you re starving after a long fly,13,0,1
35.8.1,35.8,There is no air conditioner or fan,7,1,1
35.8.2,35.8,It is hot stuffy and expensive,6,1,0
35.8.3,35.8,The hor fun soup is good but other than that it is not particularly delicious,15,0,1
35.8.4,35.8,One time shop,3,1,1
35.14.1,35.14,Garbage shopkeepers stealing money openly,5,0,1
35.14.2,35.14,food is unpalatable,3,1,1
35.16.1,35.16,Although it is an airport price there is a degree of bottling,12,1,1
35.16.2,35.16,More expensive than Ichiran Ramen in Fukuoka,7,1,1
38.1.1,38.1,The foods were not that great but their prices are acceptable,11,1,1
38.1.2,38.1,Good for friends and family gathering in the second floor,10,1,1
38.2.1,38.2,Overpriced and quality does not match the meat was dry,10,1,0
38.2.2,38.2,The dry noodles was good flavor,6,1,1
38.2.3,38.2,You can not go wrong with that,6,1,0
38.3.1,38.3,Great place for Dim Sum,5,1,1
38.3.2,38.3,Close to the airport,4,1,1
38.3.3,38.3,The food was nicely presented,5,1,1
38.3.4,38.3,The taste was good,4,1,1
38.3.5,38.3,Staff was friendly and polite,5,1,1
38.4.1,38.4,Special food of China in Saigon,6,1,1
38.5.1,38.5,Awesome food Loved it,4,1,1
38.6.1,38.6,Great food and nice service,5,1,1
38.7.1,38.7,Delicious food professional staffs convenience place,6,1,1
38.1.3,38.1,Good food and good service,5,1,1
38.14.1,38.14,Stick to the dumpligs,4,1,1
38.25.1,38.25,The food is delicious there were a lot of people even during the day which also speaks in favor of the institution,22,1,1
38.25.2,38.25,The interior is average the prices are average,8,1,0
38.25.3,38.25,Definitely worth it just to come and eat,8,1,1
38.27.1,38.27,The mapo tofu and steamed shrimp spring rolls are delicious,10,1,1
38.27.2,38.27,The fried rice was a little oily for me,9,1,0
38.47.1,38.47,I stopped by by chance because the hotel is nearby but the food was delicious,15,1,1
38.5.2,38.5,The food tastes good and the price is reasonable,9,1,1
38.56.1,38.56,it is delicious,3,1,1
41.1.1,41.1,The food was lovely and for the price it was really worth it,13,1,1
41.1.2,41.1,We ordered the beef ribs for and the portion was even too big for 2 people,16,1,1
41.1.3,41.1,It came with rice and many various kimchi salads,9,1,1
41.1.4,41.1,Be careful though as if you do not like spicy you have to say it as most things there are very spicy,21,0,1
41.7.1,41.7,I ordered half of the grilled eel with salt and seasoning,11,1,0
41.7.2,41.7,The taste of soybean paste in the eel is a little strong so there seems to be likes and dislikes,20,1,1
41.7.3,41.7,Overall the taste of the food seems okay,8,1,1
41.8.1,41.8,This is a Korean restaurant run by a Vietnamese owner who learned to cook in Korea,16,1,1
41.8.2,41.8,The taste is comparable to Korean restaurants but the price is about 20 cheaper,14,1,1
41.8.3,41.8,Grilled live eel 1kg 950 000 dong,7,1,1
41.9.1,41.9,The place I went to eat grilled eel that melts in my mouth It was so delicious that I visited the restaurant again after a week,26,1,1
41.11.1,41.11,It s clean and good for eating,7,1,1
44.1.1,44.1,The food here tastes fresh delicious and nicely presented,9,1,1
44.1.2,44.1,Service was good too,4,1,1
44.1.3,44.1,Price is on the high side but it s reasonable for a nicely decorated restaurant with AC and in district 1,21,1,1
44.2.1,44.2,The restaurant location is in the corner so its good to see the traffic the food quality ia good but not great,22,0,1
44.3.1,44.3,A great place that offers tasty Vietnamese dishes,8,1,1
44.3.2,44.3,Not cheap but still reasonable,5,1,1
44.3.3,44.3,The drinks although creative aren t as attractive as their name,11,1,1
44.4.1,44.4,The Vietnamese cuisine was authentic and reasonably priced and the beef was tender,13,1,1
44.5.1,44.5,Decor 4 Service 5 Presentation 4 Quality 4 Price This I ve been told before hand that it is part of a chain operated by the same group of people,30,1,1
44.5.2,44.5,First thing that comes to mind from experience was that chains are usually a hit or a miss,18,0,1
44.5.3,44.5,My first impression upon entering was clean and modern,9,1,1
44.5.4,44.5,Not a typical restaurant trying to mimic Vietnamese feel,9,1,1
44.5.5,44.5,and such was the case here,6,1,1
44.5.6,44.5,I felt like it was fusion,6,1,1
44.5.7,44.5,Nonetheless I liked it,4,1,1
44.5.8,44.5,I thought the service was great,6,1,1
44.5.9,44.5,We had 2 staff members waiting nearby and a main lead that took all orders and serving dishes with the help of the other 2,25,1,1
44.5.10,44.5,They were attentive and not a moment our drinks were not attended to or an empty dish Sat idled,19,0,1
44.5.11,44.5,More importantly they had smiles on their face,8,1,1
44.5.12,44.5,I had no complaints,4,1,1
44.5.13,44.5,The presentation was nice and as I had thought at first impression it was fusion style,16,1,1
44.5.14,44.5,Which I didn t mind it at all,8,1,1
44.5.15,44.5,In fact if was a nice twist with traditional ingredient,10,1,1
44.5.16,44.5,The quality was really good but unfortunately it was not consistent throughout to warrant a 5 star,17,0,1
44.5.17,44.5,For instance while the pan seared fish was tasty the scallop were over cooked and visually dried,17,1,0
44.5.18,44.5,However in general the dishes were good,7,1,1
44.5.19,44.5,This place typical in pricing for a district 1 restaurant,10,1,0
44.5.20,44.5,It may be average to descent to foreigners but definitely expensive for the locals,14,1,0
44.5.21,44.5,Overall I liked this restaurant and I can see myself coming back again,13,1,1
44.6.1,44.6,We expected more since the price is not common,9,1,1
44.6.2,44.6,The interior is nice but the food was nothing special different dishes with the same sauce and not really tasty but fresh,22,1,1
44.6.3,44.6,Price is in our opinion too high for what you get,11,1,1
44.7.1,44.7,Food was tasty,3,1,1
44.7.2,44.7,Not sure what but something was missing,7,0,0
44.7.3,44.7,4 5 is still pretty great though,7,1,1
44.8.1,44.8,Just walk in the restaurant and it served variety of local Vietnamese foods here,14,1,1
44.8.2,44.8,Foods are average,3,1,0
44.8.3,44.8,The crepes I ordered are too oily while taste is good,11,1,1
44.8.4,44.8,The salad size is too giant and I have no idea to eat them,14,0,1
44.8.5,44.8,The staff services are okay and i could forget the restaurant in the near future as it do not come with wow or added value to me,26,0,1
44.9.1,44.9,Great Southern Vietnamese Restaurant,4,1,1
44.9.2,44.9,Nice environment and good food,5,1,1
44.9.3,44.9,However the price is a bit costly and the waitress keep hard selling their expensive menu,16,0,0
44.1.4,44.1,Food was okay some dishes were way saltier than the others,11,1,1
44.1.5,44.1,Service was average looked like they were understaffed,8,1,0
44.11.1,44.11,Food was okay however staff spoke limited english and the service was far from average,15,1,1
44.12.1,44.12,A great place to eat Vietnamese food,7,1,1
44.12.2,44.12,The fish was deep fried with a super slightly spicygarlic sauce,11,1,1
44.13.1,44.13,Located in central city The foods are very delicious you should come here to enjoying Vietnamese food,17,1,1
44.14.1,44.14,There is room for improvement in service,7,1,1
44.14.2,44.14,The food size relation to cost is small in my opinion,11,1,0
44.14.3,44.14,The taste wasn t bad though,6,0,0
44.15.1,44.15,Bad setting bad tasteless food bugs on the dishes and overpriced for such bad quality,15,0,0
44.15.2,44.15,On top of this the waiters forgot things from our order,11,1,1
44.15.3,44.15,And other clients were being very noisy no etiquette in how to respect neighbours in the restaurant,17,0,1
44.16.1,44.16,Terribly expensive The food is quite okay fairly speaking,9,0,1
44.16.2,44.16,But the main problem this the prices which are not so relevant to the quality and level of cuisines here,20,0,1
44.16.3,44.16,Never come back,3,1,1
44.17.1,44.17,Came here during CNY day 1,6,1,1
44.17.2,44.17,Food satisfying enough,3,1,1
44.17.3,44.17,The beef cubes with fries is nice,7,1,1
44.18.1,44.18,The food was okay but the glass noodles was abit too oily for my liking,15,1,1
44.19.1,44.19,Really nice Vietnamese food we did not know how cook the hot pot and the waitresses taught us how to eat the hot pot,23,1,1
44.2.2,44.2,We were so impressed with the food and service,9,1,1
44.2.3,44.2,Clean and so many varieties of Vietnamese dishes,8,1,1
44.2.4,44.2,3 of us order 56 dishes and enjoyed all of them,11,1,1
44.2.5,44.2,Price is bit higher than street food but taste experience will compensate,12,1,1
44.2.6,44.2,We learn there re so many good Vietnamese dishes,9,1,1
44.2.7,44.2,Treat your significance well at this place,7,1,1
44.2.8,44.2,Wine is served at price,5,1,1
44.21.1,44.21,Good food and reasonable price,5,1,1
44.22.1,44.22,Good vietnamese food,3,1,1
44.22.2,44.22,But some dish incorrect cooking,5,1,1
44.23.1,44.23,This restaurant has been around for a long time,9,1,0
44.23.2,44.23,Their food quality is quite consistent,6,1,1
44.23.3,44.23,They have a new menu book with lots of photos looks good,12,1,1
44.23.4,44.23,Their staff English level is low and I had a tough time communicating with them,15,0,0
44.23.5,44.23,Worth trying if you have not tied yet,8,1,1
44.24.1,44.24,Food taste normal spring roll overcooked,6,1,1
