sentence_id,review_id,review,word_count
61.5.12,61.5,left feeling could got something le refined much tastier half cost,11
61.6.1,61.6,friend beautiful dinner blanc,4
61.6.2,61.6,practised gesture language order food,5
61.6.3,61.6,feel good make happen order  dish share bottle wine recommended staff,11
61.6.4,61.6,restaurant nice decor staff friendly welcoming good knowledge food wine,10
61.7.1,61.7,great place go amazing experience overall delicious dish,8
61.7.2,61.7,welcome professional staff invited exchange language like,7
61.7.3,61.7,kid took advantage opportunity discover sign language talk staff quickly,10
61.7.4,61.7,talking food salmon good perfect cooking little butterhoneylemon sauce high class dauphinois thin baby coconut slice,16
61.7.5,61.7,dish good,2
61.8.1,61.8,instantly fell love ambiance restaurant,5
61.8.2,61.8,came sunday lunch place busy,5
61.8.3,61.8,make sure make reservation especially weekend,6
61.8.4,61.8,promotion lunch set k vnd blew mind,7
61.8.5,61.8,fantastic deal served,3
61.8.6,61.8,food quality superb tasty,4
61.8.7,61.8,owner staff super friendly helpful,5
61.8.8,61.8,nice see  yo daughter eager learn sign language communicate staffwhat great experience,12
61.9.1,61.9,lovely place fine dining experience sign language served hearing impaired staff,11
61.9.2,61.9,charmingly decorated peaceful ambiance great food brilliant food presentation,9
61.9.3,61.9,great deal lunch k set menu several course,8
61.9.4,61.9,good place confidential lunch well,5
61.1.6,61.1,amazing experience set lunch menu  vnd pax course meal,9
61.1.7,61.1,food excellent really nice blend asian western cuisine,8
61.1.8,61.1,staff nice helpful,3
61.1.9,61.1,definitely come back,3
61.11.1,61.11,countless number finedining restaurant one definitely top ten,8
61.11.2,61.11,restaurant decor spoton,3
61.11.3,61.11,food excellent reasonable price,4
61.11.4,61.11,michelin really come vietnam rate restaurant,6
61.11.5,61.11,last least staff kind attentive,5
61.11.6,61.11,thank much teaching use sign language happy chance learn communicate hearingimpaired people,12
61.11.7,61.11,wait come back,3
61.12.1,61.12,super amazing place,3
61.12.2,61.12,another star restaurant second many day,6
61.12.3,61.12,excellent food excellent service,4
61.12.4,61.12,fine dining though cost average hcmc meal worth surprisingly affordable price,11
61.13.1,61.13,amazing venture world deaf mute people,6
61.13.2,61.13,short introduction left sign language manual extremely friendly helpful waiter hui order everything hand,14
61.13.3,61.13,turned bit challenging shared many laugh learned lot end left feeling connected proud could add bit amazing project,18
61.13.4,61.13,food best eaten day trip vietnam much cool experience,9
61.13.5,61.13,overall something never forget thank blanc,6
61.14.1,61.14,blanc restaurant new unique concept even le extreme one brother noir dining dark another top rated restaurant,17
61.14.2,61.14,almost team made deaf hearing impaired people,7
61.14.3,61.14,therefore communication must made signal language,6
61.14.4,61.14,table simple essential guide book allow get basic conversation staff,10
61.14.5,61.14,course easy try worth think also highly appreciated guy work,10
61.14.6,61.14,polyglot loved idea signal language foreign language even chance two owner gave guy anybody else try make job best,19
61.14.7,61.14,food delicious expect small portion european price,7
61.14.8,61.14,incredible overall experience,3
61.14.9,61.14,thanks much blanc,3
61.15.1,61.15,amazing food pistachio pure beef main course revelation excellent service friendly staff communication easy enough help signing manual waiting staff,20
61.15.2,61.15,cant recommend place highly enough food service high praise coming,10
61.16.1,61.16,first trip vietnam usually want kind stuff go somewhere new everyday,11
61.16.2,61.16,place blanc noir completely blew mind made journey even special,10
61.16.3,61.16,first time visited blanc brother reservation staff welcomed u warmheartedly,10
61.16.4,61.16,whole evening perfectly attentious food die,6
61.16.5,61.16,expect streetfood real cuisine week later decided bring mother born vietnamese vegetarian,12
61.16.6,61.16,enjoying food also touched humanistic concept restaurant wonderful people work,10
61.16.7,61.16,found noir downstairs immediately wanted go,6
61.16.8,61.16,made reservation next day,4
61.16.9,61.16,dinner dark lunch actually well organized executed,7
61.16.10,61.16,vegetarian menu option exquisite quite diver actually hard find lot place little option vegetarian,14
61.16.11,61.16,lot fun noon felt perfectly comfortable thanks perfect service cannot recommend blanc noir enough experience always special place heart always remember smile,22
61.17.1,61.17,wonderful food great staff,4
61.17.2,61.17,whole experience splendid,3
61.17.3,61.17,back sure,2
61.18.1,61.18,michelin give one star place,5
61.18.2,61.18,amazing dish subtile flavor equilibrium,5
61.18.3,61.18,one best restaurant tried vietnam,5
61.18.4,61.18,must foodie,2
61.19.1,61.19,cannot put word amazing establishment,5
61.19.2,61.19,food amazing staff incredible,4
61.19.3,61.19,everything perfect rate higher  star could,6
61.2.7,61.2,beautifully presented food french colonial house added enjoyment learning sign language together fantastic speach hearing impaired staff,17
61.21.1,61.21,great experience deaf mute staff bit interaction hcm sign language,10
61.21.2,61.21,lovely innovative cuisine cosy atmosphere,5
61.22.1,61.22,good dining experience went without knowing exactly concept,8
61.22.2,61.22,impressed visually impaired waiter served u,6
61.22.3,61.22,worth trying forget experience,4
61.23.1,61.23,wonderful dining experience deaf mute staff,6
61.23.2,61.23,food topnotch quality reasonable price,5
61.24.1,61.24,wonderful food excellent service brilliant concept,6
61.25.1,61.25,short great food amazing service good idea helping others,9
61.25.2,61.25,detailed got restaurant without knowledge people hiring hearing impaired,9
61.25.3,61.25,dish bit small enough u get full,7
61.25.4,61.25,service great short cheat sheet speak sign language,8
61.25.5,61.25,food delicious,2
61.25.6,61.25,food came time,3
61.25.7,61.25,nice atmosphere music,3
61.26.1,61.26,restaurant go every time visit sgn,6
61.26.2,61.26,tried lot expensive famous restaurant saigon,6
61.26.3,61.26,one amazes forever,3
61.27.1,61.27,good food memorable concept,4
61.28.1,61.28,food delicious waiter friendly helpful patient,6
61.28.2,61.28,kid loved never joyful relaxing restaurant experience kid,8
61.28.3,61.28,never tired waiting food fully occupied learning sign,8
61.28.4,61.28,could practice straight away great experience many level,8
61.29.1,61.29,amazing experience vietnam definitely highlight trip,6
61.3.4,61.3,ate blanc last night wonderful experience,6
61.3.5,61.3,moment walked door service fantastic,5
61.3.6,61.3,thoroughly enjoyed stepping comfort zone using sign language communicate,9
61.3.7,61.3,food exceptional,2
61.3.8,61.3, course set menu every course delicious,6
61.3.9,61.3, u  adult girl aged   wonderful meal could fault anything,9
61.3.10,61.3,also loved environmentally friendly,4
61.3.11,61.3,would definitely return next time saigon,6
61.31.1,61.31,absolutely fantastic service food,4
61.31.2,61.31,fair price excellent wine list,5
61.31.3,61.31,cocktail creative unique,3
61.31.4,61.31,definitely one top  dining spot asia,6
61.32.1,61.32,staff food wonderful,3
61.32.2,61.32,greeted speaking staff member answered every question,7
61.32.3,61.32,menu cool showed u sign,5
61.32.4,61.32,server fantastic taught u extra sign,6
61.32.5,61.32,great experience strongly suggest,4
61.33.1,61.33,experience like,2
61.33.2,61.33,simply must go incredible food staff truly wonderful,8
61.34.1,61.34,amazing restaurant,2
61.34.2,61.34,delicious meal whilst learning sign language,6
61.34.3,61.34,staff wonderful well trained dish well prepared tasted good,9
61.34.4,61.34,room nicely decorated art,4
61.35.1,61.35,truly amazing restaurant best dinner year waiter really friendly supporting helping guest sign lanugage self fun addition really added experience,20
61.35.2,61.35,four course meny exceptional creativity execution,6
61.35.3,61.35,ever get back ho chi minh defintively go back restaurant,10
61.36.1,61.36,first trip vietnam usually want kind stuff go somewhere new everyday,11
61.36.2,61.36,place blanc noir completely blew mind made journey even special,10
61.36.3,61.36,first time visited blanc brother reservation staff welcomed u warmheartedly,10
61.36.4,61.36,whole evening perfectly attentious food die,6
61.36.5,61.36,expect streetfood real cuisine,4
61.37.1,61.37,unique place experience,3
61.37.2,61.37,love building interior people serving outstanding quality,7
61.37.3,61.37,try part incredible initiative,4
61.38.1,61.38,great concept good cause behind,5
61.38.2,61.38,visit exposed u great culinary delight also provided exercise applied empathy,11
61.39.1,61.39,shared wonderful meal friend rooftop outdoor area definitely recommend available,10
61.39.2,61.39,food delicious service exceptional,4
61.4.3,61.4,best ever restaurant tried hcmc,5
61.4.4,61.4,food decent service excellent,4
61.4.5,61.4,definitely come,2
61.41.1,61.41,great food service dish really good smooth flavor,8
61.41.2,61.41,recommend come,2
61.42.1,61.42,absolutely world amazing,3
61.42.2,61.42,looking exceptional dining experience replete atmosphere love caring,8
61.43.1,61.43,love restaurant,2
61.43.2,61.43,food good,2
61.43.3,61.43,highly recommand place,3
61.44.1,61.44,absolutely fantastic experience food service must try restaurant saigon,9
61.45.1,61.45,perfect set lunch,3
61.45.2,61.45,amazing ambience definitely must visit,5
61.46.1,61.46,wonderful great food great concept,5
61.47.1,61.47,outstanding dinner,2
61.48.1,61.48,one special restaurant ho chi minh city,7
61.48.2,61.48,surprised decoration service,3
61.49.1,61.49,special place food average feel,5
61.5.13,61.5,amazing food amazing service amazing concept amazing night,8
61.52.1,61.52,great staff great atmosphere great food,6
61.53.1,61.53,everything great must try,4
61.54.1,61.54,best restaurant experience ever,4
61.6.5,61.6,great view food,3
61.65.1,61.65,cozy tasty,2
61.66.1,61.66,comment concept restaurant talk food price,6
61.66.2,61.66,worth probably want go trendy cuisine,6
61.66.3,61.66,presentation okay taste ordinary,4
61.66.4,61.66,fish fishy smell meat soft raw chicken chewy mashed push best predinner bread dessert drink first mocktail,17
61.7.6,61.7,restaurant eat vietnamese fusion affordable price,6
61.7.7,61.7,located nd floor noir,4
61.7.8,61.7,restaurant staffed deaf people order taken using sign language,9
61.7.9,61.7,problem polite guideline followup spend enjoyable time teach smile,9
61.7.10,61.7,many menu choose  type soup  type salad  type main dish,10
61.7.11,61.7,also course time la carte,5
61.7.12,61.7,ordered chicken salad vegan curry,5
61.7.13,61.7,every plate beautifully arranged worth seeing,6
61.7.14,61.7,seems vietnam edible flower,4
61.7.15,61.7,share pot tea smart add hot water naturally,8
61.7.16,61.7,like noir think ho chi minh charm concept restaurant,9
61.71.1,61.71,used website make appointment already wanted set meal final exam,10
61.71.2,61.71,lunch noir,2
61.71.3,61.71,dining dark downstairs,3
61.71.4,61.71,shocking meal,2
61.71.5,61.71,sign language restaurant dinner still disappoint pea cold soup chicken salad angus black beef black sesame sorbet,17
61.71.6,61.71,also fusion dish,3
61.71.7,61.71,seated clerk roughly explain basic sign language carefully read sign language used meal meat vegetable must communicate hearingimpaired clerk used ho chi minh city overall delicate delicious,27
61.71.8,61.71,think ordered medium rare,4
61.71.9,61.71,clerk said  restaurant like hearingimpaired clerk world difficult hearingimpaired people find job,12
61.71.10,61.71,restaurant spent two year training clerk,6
61.71.11,61.71,addition good quality meal restaurant also important integrate society make money strength build confidence sense accomplishment,16
61.71.12,61.71,deeply feel taiwan also institution restaurant,6
61.71.13,61.71,brand wuguang restaurant lunch sign language dinner really let learn lot,11
61.71.14,61.71,way next week brand hearingimpaired massage parlor sure hearingimpaired visuallyimpaired could hear clearly eating much earbags opening,17
61.74.1,61.74,excellent experience excellent concept learn sign language excellent meal reasonable price  euro two starter main course dessert cocktail recommend,19
61.75.1,61.75,service good decoration design special sign language teaching interact service staff,11
61.75.2,61.75,interesting boring restaurant worth visiting,5
61.76.1,61.76,special interesting dining experience restaurant decoration dining atmosphere impressive portion meal enough taste okay,14
61.77.1,61.77,beautiful presentation tasteful dish delicious,5
61.77.2,61.77, type course also choose la carte,6
61.77.3,61.77,staff explain communicate sign language,5
61.77.4,61.77,baby chair available service excellent,5
61.78.1,61.78,attitude waiter firstclass important thing one understand cantonese learn sign language,11
61.78.2,61.78,gadget play food good,4
61.8.9,61.8,although language barrier service staff still conscientious good food,9
61.84.1,61.84,lunch   vnd nice space,4
61.103.1,61.103,environment meal great,3
61.107.1,61.107,interesting experience delicious food,4
61.116.1,61.116,good dining environment,3
63.1.1,63.1,delighted see decent western restaurant close airport,7
63.1.2,63.1,food ok great,3
63.1.3,63.1,said barbecue pulled pork pizza found sauce little sweet,9
63.1.4,63.1,vegetable good though,3
63.1.5,63.1,staff took care follow instruction onion le garlic without stirfry vegetable,11
63.1.6,63.1,happy see good selection craft beer menu,7
63.1.7,63.1,opportunity try dish menu maybe would would score higher,9
63.1.8,63.1,forget mention well surprised see bill,6
63.1.9,63.1,must missed menu  service charge  tax top,7
63.1.10,63.1,felt like back bali moment,5
63.2.1,63.2,ingredient fresh wish food could cooked better,7
63.2.2,63.2,craft beer great variety choose,5
63.2.3,63.2,service great,2
63.2.4,63.2,ill give ,2
63.2.5,63.2,like burger,2
63.3.1,63.3,ordered set lunch ,3
63.3.2,63.3,vnd tax beverage included,4
63.3.3,63.3,food good staff nice expected starter,6
63.3.4,63.3,came back,2
63.4.1,63.4, time month since coming ho chi minh,7
63.4.2,63.4,good food everything ordered far amazing,6
63.5.1,63.5,dinner bg pig,3
63.5.2,63.5,grilled food always favourite,4
63.5.3,63.5,time come across fantastic grilled food,6
63.5.4,63.5,fish soft tender oyster juicy,5
63.5.5,63.5,last least service fantastic,4
63.6.1,63.6,really great food lot flavour nice spicy seasoning,8
63.6.2,63.6,recommend bbq pineapple,3
63.7.1,63.7,traveller saigon would well advised check big pig bbq craft beer restaurant,12
63.7.2,63.7,first class craft beer varied bbq menu classic riverside variation local twist,12
63.7.3,63.7,friendly staff proficient english meal drink cost d ,8
63.8.1,63.8,drink beer selection fine food however disappointed,7
63.8.2,63.8,asked burger medium rare came well done,7
63.8.3,63.8,also ordered one meat platter sucked,6
63.8.4,63.8,rib dry wing cold sausage oddly grilled,7
63.9.1,63.9,delightful experience,2
63.9.2,63.9,great cocktail beer etc,4
63.9.3,63.9,particularly impressed steamed bbq dish served table,7
63.9.4,63.9,lot delicious looking seafood meat dish also steamed morsel,9
63.9.5,63.9,reasonably priced served great aplomb,5
63.1.11,63.1,finally made location impressed atmosphere quality burger onion ring good burger absolutely delicious medium well cooked,16
63.1.12,63.1,staff speak good english friendly attentive highly recommend coming,9
63.11.1,63.11,great food friendly people,4
63.11.2,63.11,food perfect tasty good flavor american vietnamese friend,8
63.11.3,63.11,nice see chat foreigner even got watch favorite sport team america definitely great spot near airport,16
63.12.1,63.12,food delicious incredibly fresh,4
63.12.2,63.12,pizza soft cheesy definitely recommend pork belly crispy juicy,9
63.12.3,63.12,absolutely worth visiting came monday received two one pizza special worked well group six,14
63.13.1,63.13,since  bar restaurant concept famous among airport worker dweller pilot vja vna meet often well office worker building nearby,19
63.13.2,63.13,good substitution al fresco abit priced smaller portion,8
63.13.3,63.13,big pig get full drunk half visit,7
63.13.4,63.13,worth visit nice staff good good food,7
63.13.5,63.13,good home made beer draft,5
63.13.6,63.13,close airport  star hotel ibis appartments,6
63.13.7,63.13,good price,2
63.14.1,63.14,ordered chicken burger pork belly chicken pizza,7
63.14.2,63.14,good thing starter garlic bread,5
63.14.3,63.14,burger super bland tasteless bun horribly floppy crispy sauce nothing,10
63.14.4,63.14,pork belly dry burnt pizza bad,6
63.14.5,63.14,obviously place drinking rather eating,5
63.14.6,63.14,hoping quality though price asked,5
63.14.7,63.14, vdn way expensive,3
63.15.1,63.15,tasty burger good price,4
63.15.2,63.15,large menu many western option good nightly special near airport,10
63.15.3,63.15,definitely back,2
63.16.1,63.16,dinner nite friend tet time,5
63.16.2,63.16,shop le staff compare normal,5
63.16.3,63.16,staff informed u food available first,6
63.16.4,63.16,snack salad sausage pizza,4
63.16.5,63.16,like pizza,2
63.16.6,63.16,however sausage nice ingredient however boil sausage,7
63.16.7,63.16,grilled sausage,2
63.16.8,63.16,sausage still stuck water inside sausage meat,7
63.16.9,63.16,expect grilled sausage come like however dinner cool,8
63.16.10,63.16,price abit w expensive acceptable,5
63.16.11,63.16,must try pizza,3
63.17.1,63.17,enjoying night delicious food nice drink,6
63.18.1,63.18,cozy place western food,4
63.18.2,63.18,menu varies serving time bit slow quality go price toilet ground floor,12
63.19.1,63.19,called quite close staying beer,5
63.19.2,63.19,service good prawn snack drink good intention return unfortunately photo say dead yes putting,14
63.2.6,63.2,big scam end trip vietnam,5
63.2.7,63.2, dong  drink  plate spaguetti noodle,5
63.2.8,63.2,expensive meal necessarily best expensive start add  tax  service charge,10
63.2.9,63.2,course written small card,4
63.21.1,63.21,friend family impressed meal tasty dish exquisite drink staff sweet helpful,11
63.21.2,63.21,definitely back,2
63.22.1,63.22,great place come eat wether want something different home sick want something familiar,13
63.22.2,63.22,wait awhile service definitely worth trying,6
63.23.1,63.23,think changed owner staff new inexperienced really giving good service,10
63.23.2,63.23,however owner know pour good beer newly opened rooster beer really good food bad really cheap considering location,18
63.24.1,63.24,service charge  added careful paying service hour even help adding  tax service charge also charge money free service drink realize,20
63.24.2,63.24,previous payment payment customer paid feeling uncomfortable payment,8
63.24.3,63.24,keep called vietnam country ripoffs,5
63.25.1,63.25,chicken burger good,3
63.25.2,63.25,plenty small side dish fry picked vegetable,7
63.25.3,63.25,service good beer cold,4
63.25.4,63.25,plenty option choose,3
63.25.5,63.25,would go,2
63.26.1,63.26,tasty definitely pricier side especially compare delicious street food still worth try,12
63.27.1,63.27,sign front saying special day half price listed menu,9
63.27.2,63.27,got bill charged full price tried correct said longer special price even though listed anywhere let know ordered meal,19
63.27.3,63.27,food also dry tasteless,4
63.28.1,63.28,awesome food great atmosphere friendly staff good pricing cold beer,10
63.28.2,63.28,pretty much perfect place dinner friend rib excellent bbq pork suasage amazing,12
63.29.1,63.29,great time playing game kid ate lot great dish vegetarian bbq great service level like different place loved rooftop,19
63.3.5,63.3,good place restaurant quite good pork got disgusting recent  month time terrible pork time,14
63.31.1,63.31,beer cold best long day work,6
63.31.2,63.31,unfortunately food good,3
63.31.3,63.31,aircon cool enough either,4
63.32.1,63.32,bad wide variety western food beer party,7
63.33.1,63.33,partner went restaurant tonight amazed experience great vibe great staff amazing food highly recommended,14
63.34.1,63.34,friendly smiling staff,3
63.34.2,63.34,yummy food western taste,4
63.35.1,63.35,nice place staff busy phone,5
63.36.1,63.36,good service helpful friendly staff,5
63.36.2,63.36,food really tasty would definitely come back,7
63.37.1,63.37,many kind beer,3
63.37.2,63.37,recommend pizza,2
63.38.1,63.38,friendly staff good bbq,4
63.38.2,63.38,florida usa flavor disappoint,4
63.38.3,63.38,try sweet spicy sauses,4
63.39.1,63.39,great food good portion value money,6
63.4.3,63.4,nice food,2
63.41.1,63.41,food delicious service amazing friendly,5
63.41.2,63.41,definitely recommend anyone going ho chi,6
63.42.1,63.42,suitable small group  peple,4
63.42.2,63.42,general food fine,3
63.42.3,63.42,got big party  people last week quite tidy lack space,10
63.42.4,63.42,nothing special,2
63.43.1,63.43,reasonable cost good service staff dish normal,7
63.44.1,63.44,great food great price,4
63.44.2,63.44,great promotion lunch time am pm,6
63.45.1,63.45,lovely place nice staff go get free polaroid,8
63.46.1,63.46,awesome place located right airport food top quality staff great,10
63.47.1,63.47,amazing lovely staff great food would definitely come,8
63.48.1,63.48,really great food always stop leaving vietnam,7
63.49.1,63.49,draftbeer tasty service good,4
63.49.2,63.49,food depends like personal taste,5
63.49.3,63.49,fir daughter like wife happy,5
63.49.4,63.49,use lot salt increadiens,4
63.49.5,63.49,like usa food salted,4
63.49.6,63.49,entire atmosphere nice,3
63.49.7,63.49,come sure,2
63.5.6,63.5,great service tralya lovely food good,6
63.51.1,63.51,lunch set menu anymore despite sign sign front advertising,9
63.51.2,63.51,edit neutral score,3
63.52.1,63.52,good service food excellent would highly recommend,7
63.53.1,63.53,excellent choice food beer friendly staff great place,8
63.54.1,63.54,beware overcharging getting scammed place,5
63.54.2,63.54,recommend anyone visit,3
63.55.1,63.55,good craft local vietnam beer nice service good food,9
63.56.1,63.56,nice beautiful staff,3
63.56.2,63.56,em dep lam,3
63.57.1,63.57,great food much fun atmosphere,5
63.57.2,63.57,private group ask stay upstair,5
63.58.1,63.58,value money lunch set  dish k,6
63.59.1,63.59,near sgn location nice food,5
63.6.3,63.6,great food great people great round,6
63.61.1,63.61,twice time stomach problem afterword,5
63.62.1,63.62,draft tiger tasting good move craft beer,7
63.62.2,63.62,good selection beer enjoyed food,5
63.63.1,63.63,lunch menu worth k,4
63.63.2,63.63,dinner pay high price slop would get laughed normal western bar,11
63.63.3,63.63,save money go somewhere else,5
63.64.1,63.64,food okay many type wine,5
63.64.2,63.64,wine strawberry tea instead,4
63.65.1,63.65,good western food excellent craft beer,6
63.66.1,63.66,good quality friendly staff tasty,5
63.67.1,63.67,pretty good bbq food close airport,6
63.68.1,63.68,ordered mexican chicken pizza along garlic rice,7
63.68.2,63.68,devoured pizza could included sauce bit dry,7
63.68.3,63.68,otherwise complaint,2
63.68.4,63.68,located close proximity tan son airport hcmc,7
63.68.5,63.68,interior painted air conditioned cushy easy eye,7
63.68.6,63.68,customer service good,3
63.69.1,63.69,great food enormous menu many craft beer available,8
63.69.2,63.69,sell pizza steak burger etc,5
63.69.3,63.69,close rather early   p,4
63.69.4,63.69,make sure get early,4
63.7.4,63.7,great food service beer selection,5
63.71.1,63.71,always great time would recommend mozzarella starter garlic bread best beer range also fantastic badly priced,16
63.72.1,63.72,delicous kind must visit,4
63.73.1,63.73,mind blowing hong kong seafood noodle great service,8
63.74.1,63.74,pour beer,2
63.74.2,63.74,staff need training,3
63.74.3,63.74,almost half head half beer,5
63.74.4,63.74,also got order wrong even though pointed specific pizza wanted,10
63.74.5,63.74,price pretty average well,4
63.74.6,63.74,got every thing even tasty anyway,6
63.74.7,63.74,apologetic right order come  min later,6
63.75.1,63.75,solidly subpar food service,4
63.75.2,63.75,staff member spent time socializing table serving customer,8
63.75.3,63.75,table across way three staff member took order drinking beer fun struggled get aassistance,14
63.75.4,63.75,food ordered bbq pork tip would accurately described steamed pork cheap bbq sauce slathered,14
63.75.5,63.75,zero grill flavor,3
63.75.6,63.75,also ordered something called mexican quesodilla despite little cheese,9
63.75.7,63.75,four segment got quite small came one tiny dish overly sweet clearly canned salsa,14
63.75.8,63.75,hardly enough eating one slice quesadilla much le four,9
63.75.9,63.75,additionally grilled fish red snapper came lukewarm soggy rather hot crispy,11
63.75.10,63.75,flavor good let sit around far long bringing u,9
63.75.11,63.75,honestly thing felt standard used fried potato wedge,8
63.75.12,63.75,crispy hot,2
63.75.13,63.75,unfortunately paired accompanying sauce mayonnaise ketchup already table,8
63.75.14,63.75,overall would recommend place,4
63.76.1,63.76,amazing everything,2
63.77.1,63.77,lovely staff good food,4
63.78.1,63.78,great food great service,4
63.79.1,63.79,excellent steak good service,4
63.79.2,63.79,k two american steak plus drink,6
63.79.3,63.79,given  discount card future visit,5
63.8.5,63.8,great choice bottled craft beer delicious snack reasonable price,9
63.81.1,63.81,mexican chicken pizza along garlic fried rice,7
63.81.3,63.81,customer service flawless interior atmosphere splendid,6
63.82.1,63.82,drink beer wine expensive wine small finished wine glass short,10
63.82.2,63.82,charged k extra service without asking,6
63.82.3,63.82,go back,2
63.83.1,63.83,best burger saigon,3
63.84.1,63.84,nice people great food really close airport,7
63.85.1,63.85,delicious food nice place,4
63.86.1,63.86,nice place great owner care customer well trained staff good mix american bbq vietnamese dish fair price,17
63.87.1,63.87,german sausage really really good,5
63.88.1,63.88,nice place kid organize birthday prepare pizza lunch,8
63.88.2,63.88,food good well,3
63.89.1,63.89,tasty folklore nice place come back western spirit short time,10
63.9.6,63.9,hotpot bad although take time serve,6
63.91.1,63.91,seafood well pig,3
63.92.1,63.92,good food good place,4
63.93.1,63.93,good western food service good price near airport hotel,9
63.94.1,63.94,good food good service,4
63.95.1,63.95,delicious pizza french fry,4
63.96.1,63.96,nice expect good,3
63.97.1,63.97,beer ok,2
63.97.2,63.97,food really,2
63.97.3,63.97, one finished plate taste,4
63.98.1,63.98,good food good place,4
63.99.1,63.99,delicious food friendly staff,4
63.1.13,63.1,high quality restaurant tan binh district,6
63.1.14,63.1,expensive reasonable price,3
63.101.1,63.101,always great food excellent lunch special affordable price,8
63.102.1,63.102,nice bar many local imported beer good food,8
63.103.1,63.103,love environment,2
63.103.2,63.103,food nice,2
63.103.3,63.103,music good,2
63.104.1,63.104,great place staff owner,4
63.105.1,63.105,abiance really good,3
63.105.2,63.105,bbq fish ordered fresh,4
63.106.1,63.106,great food thank much,4
63.107.1,63.107,good place enjoy dinner beer friend family,7
63.108.1,63.108,friendly staff great rib comfortable atmosphere,6
63.108.2,63.108,thank taking care u,4
63.109.1,63.109,great place great food atmosphere,5
63.109.2,63.109,clean wide variety,3
63.11.4,63.11,perfect food boyfriend meat eater,5
63.111.1,63.111,went lunch good food cool beer,6
63.113.1,63.113,food delish,2
63.114.1,63.114,good selection quality food okay,5
63.115.1,63.115,great selection beer,3
63.115.2,63.115,bit pricey,2
63.116.1,63.116,high quality product tasty spicyyy,5
63.117.1,63.117,great beer good europeanstyle food,5
63.118.1,63.118,favorite western food craft beer near airport,7
63.119.1,63.119,good food nice place go,5
63.12.4,63.12,poor customer service,3
63.12.5,63.12,respond customer,2
63.121.1,63.121,much better pandemic,3
63.122.1,63.122,good service food good music,5
63.123.1,63.123,nice food k lunch set,5
63.125.1,63.125,good food good price,4
63.126.1,63.126,al fresco quan ut ut,5
63.127.1,63.127,good food good beer good prize,6
63.129.1,63.129,nice place hang,3
63.13.8,63.13,nice western restaurant,3
63.131.1,63.131,affordable good food,3
63.132.1,63.132,good food beverage selection,4
63.133.1,63.133,good food good service,4
63.134.1,63.134,great good place chill,4
63.136.1,63.136,beer ok food dilicious,4
63.138.1,63.138,good food good service,4
63.139.1,63.139,nice craft beer,3
63.14.9,63.14,food really nice,3
63.141.1,63.141,amazing craft beer,3
63.145.1,63.145,bit expensive,2
63.146.1,63.146,wow pizza lunch,3
63.156.1,63.156,exactly needed  hour flight friendly staff good food cold beer,10
66.1.1,66.1,easy find place,3
66.3.1,66.3,good place kid party,4
66.3.2,66.3,good food nice decoration,4
66.5.1,66.5,good location go vap district,5
66.6.1,66.6,food service normal,3
66.7.1,66.7,food litle biy salted,4
66.8.1,66.8,good place entertainment,3
66.117.1,66.117,good party,2
67.1.1,67.1,place either exist poorly mapped,5
67.1.2,67.1,spent good portion afternoon looking place google marker appeared inside guarded government compound,13
68.1.1,68.1,egg coffee great,3
68.1.2,68.1,nice atmosphere sit includes koi fish pond exotic foliage,9
68.1.3,68.1,also antique car motorcycle look,5
68.2.1,68.2,super busy weekend,3
68.2.2,68.2,highly recommend pho served stone bowl,6
68.2.3,68.2,also child playground,3
68.2.4,68.2,great child,2
68.3.1,68.3,returned nice wonton dish,4
68.4.1,68.4,pepper steak,2
68.4.3,68.4,drenched pepper sauce,3
68.4.5,68.4,rice pork steak m away lunch tenth price taste better,10
68.4.6,68.4,mean disgusting,2
68.4.7,68.4,better food staff low skill english well,7
68.4.8,68.4,maybe better cafe restaurant,4
68.5.1,68.5,nice place food drink good,5
68.6.1,68.6,restaurant pretty big choose sit outside even child playground child,10
68.6.2,68.6,waiter seem know little workplace asking thing could hassle,9
68.6.3,68.6,also serving time bit long still manageable,7
68.6.4,68.6,lastly price bit high comparing place considering star hotel foreseeable,10
68.7.1,68.7,spacious coffee garden kid play ground,6
68.7.2,68.7,coffee taste okay,3
68.7.3,68.7,drink pricey also charged parking fee,6
68.8.1,68.8,favourite place vietnam trip,4
68.8.2,68.8,restaurant cool place nice,4
68.8.3,68.8,menu good,2
68.8.4,68.8,try cold coffee good,4
68.9.1,68.9,beef steak okay fried rice good price bit high compare quality,11
68.1.4,68.1,one best pho ever,4
68.11.1,68.11,nice place best suited family small child since playground kid,10
68.12.1,68.12,food option limited opinion pretty general hot dish sandwich,9
68.12.2,68.12,price bit average quality service pretty average,7
68.12.3,68.12,overall nothing special since cafe restaurant close proximity tsn hotel may work,12
68.13.1,68.13,waitress difficulty understanding u language barrier food made,8
68.13.2,68.13,beef pho light refreshing,4
68.13.3,68.13,hot matcha egg something unique,5
68.13.4,68.13,panacota sweet,2
68.13.5,68.13,iced coffee milk strong,4
68.14.1,68.14,nice place good coffee breakfast,5
68.15.1,68.15,food bit expensive,3
68.17.1,68.17,tried eat movie since advertised open  hour,7
68.17.2,68.17,need adjust listing,3
68.18.1,68.18,service lousy,2
68.18.2,68.18,ordered lamb dish whole piece fat,6
68.19.1,68.19,nice place family friend,4
68.2.5,68.2,nice relax place,3
68.22.1,68.22,good place meeting food,4
